laptop_ID,Company,Product,TypeName,Inches,screenresolution_height,screenresolution_width,touchscreen,Cpu_name,cpu_brand,Cpu_speed,Ram,primary_memory,secondary_memory,memory_type,gpu_name,gpu_brand,OpSys,Weight,Price_euros
613,Toshiba,"Tecra Z50-C-144",Notebook,15.6,1920,1080,0,"  Core i7 6500U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,1399
614,Lenovo,"IdeaPad 310-15IKB",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,6,1024,0,HDD,Intel,"Graphics 620",windows,2,564
615,Lenovo,"Yoga 720-15IKB","2 in 1 Convertible",15.6,1920,1080,1,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Intel,"Graphics 630",windows,2,1299
616,Acer,"Swift SF114-31-P5HY",Notebook,14,1366,768,0,"  Pentium Quad Core N3710  ",Intel,1.6,4,"128 ",0,"flash storage",Intel,"Graphics 405",windows,2,349
617,Lenovo,"Thinkpad P51",Notebook,15.6,3840,2160,0,"  Xeon E3-1535M v6  ",Intel,3.1,32,1024,0,SSD,Nvidia,"Quadro M2200M",windows,2,4899
618,Dell,"Inspiron 7559",Gaming,15.6,1920,1080,0,"  Core i7 6700HQ  ",Intel,2.6,16,1024,0,HDD,Nvidia,"GTX 960<U+039C>",windows,3,879
619,Dell,"Vostro 3568",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,Intel,"Graphics 520",linux,2,444
620,Dell,"Inspiron 3567",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,Intel,"Graphics 520",linux,2,359
621,Dell,"Latitude 5580",Notebook,15.6,1366,768,0,"  Core i5 7300U  ",Intel,2.6,4,"500 ",0,HDD,Intel,"Graphics 620",linux,2,869
622,Asus,"FX753VD-GC007T (i7-7700HQ/8GB/1TB",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"GTX 1050",windows,3,1168
623,Dell,"Vostro 3568",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,4,"128 ",0,SSD,AMD,"R5 M420",linux,2,569
624,HP,"EliteBook 850",Ultrabook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"512 ",0,SSD,Intel,"Graphics 620",windows,2,1389
625,MSI,"GT62VR 7RE",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1070",windows,3,2268
626,Acer,"CB5-132T-C9KK (N3160/4GB/32GB/Chrome","2 in 1 Convertible",11.6,1366,768,1,"  Celeron Quad Core N3160  ",Intel,1.6,4,"32 ",0,"flash storage",Intel,"Graphics 400",others,1,379
627,HP,"ProBook 650",Notebook,14,1366,768,0,"  Core i5 7300U  ",Intel,2.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1124
628,Lenovo,"ThinkPad T470",Notebook,14,1920,1080,0,"  Core i5 6200U  ",Intel,2.3,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,1465
629,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,4,1024,0,HDD,AMD,"Radeon 530",windows,2,776
630,Fujitsu,"LifeBook A557",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,799
631,HP,"EliteBook 850",Notebook,15.6,1366,768,0,"  Core i5 6200U  ",Intel,2.3,4,"500 ",0,HDD,Intel,"Graphics 520",windows,2,932
632,Lenovo,"IdeaPad 320-15IKB",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,1024,0,HDD,Nvidia,"GeForce 920MX",windows,2,899
633,Mediacom,"SmartBook 140",Notebook,14,1920,1080,0,"  Atom x5-Z8350  ",Intel,1.44,2,"32 ",0,"flash storage",Intel,"HD Graphics",windows,1,239
634,Lenovo,"IdeaPad 320-15IKBN",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,4,"128 ",0,SSD,Intel,"Graphics 620",N/A,2,468
635,Asus,"Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10)","2 in 1 Convertible",13.3,1920,1080,1,"  Core i5 7200U  ",Intel,2.5,6,1024,0,HDD,Intel,"Graphics 620",windows,2,639
636,Dell,"XPS 15",Notebook,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"GTX 1050",windows,2,1820
637,Asus,"ZenBook 3",Ultrabook,14,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,16,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1900
639,Dell,"Inspiron 7567",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"1050 Ti",windows,3,1479
640,Lenovo,"V330-15IKB (i5-8250U/4GB/256GB/FHD/W10)",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,4,"256 ",0,SSD,Intel,"Graphics 620",windows,2,829
641,Lenovo,"Ideapad 320-15ISK",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,Nvidia,"920MX ",windows,2,579
642,Asus,"X541NA-GO414T (N3350/8GB/1TB/W10)",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,8,1024,0,HDD,Intel,"Graphics 500",windows,2,399
643,Asus,"VivoBook Pro",Notebook,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,1024,0,HDD,Nvidia,"GTX 1050",windows,2,907
644,Dell,"XPS 13",Ultrabook,13.3,3200,1800,1,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1869
645,Lenovo,"IdeaPad 100S-14IBR",Notebook,14,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,2,"32 ",0,"flash storage",Intel,"Graphics 400",windows,1,249
646,Lenovo,"Thinkpad Yoga","2 in 1 Convertible",13.3,1920,1080,1,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1757
647,Dell,"XPS 15",Notebook,15.6,3840,2160,1,"  Core i7 7700HQ  ",Intel,2.8,16,1024,0,SSD,Nvidia,"GTX 1050",windows,2,2399
648,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"GTX 1050M",windows,2,1109
649,HP,"17-AK091ND (A9-9420/8GB/1TB/W10)",Notebook,17,1600,900,0,"  A9-Series 9420  ",AMD,3,8,1024,0,HDD,AMD,"Radeon R5",windows,3,521
650,Lenovo,"ThinkPad X1",Ultrabook,14,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,16,"512 ",0,SSD,Intel,"Graphics 620",windows,1,2450
651,Asus,"ROG GL553VE-FY022",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,1024,0,HDD,Nvidia,"1050 Ti",N/A,2,1169
652,Acer,"Extensa EX2540",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"500 ",0,HDD,Intel,"Graphics 520",windows,2,450
653,Lenovo,"IdeaPad 100S-14IBR",Notebook,14,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,4,"32 ",0,"flash storage",Intel,"HD Graphics",windows,1,274
654,Acer,"Swift 3",Ultrabook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,919
655,Razer,"Blade Pro",Gaming,14,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",0,SSD,Nvidia,"GTX 1060",windows,2,2599
656,Toshiba,"Portege Z30-C-16J",Notebook,13.3,1920,1080,0,"  Core i5 6200U  ",Intel,2.3,8,"256 ",0,SSD,Intel,"Graphics 520",windows,1,1213
657,Lenovo,"Thinkpad X270",Ultrabook,12.5,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1584
658,Asus,"ROG G701VI",Gaming,17.3,1920,1080,0,"  Core i7 6820HK  ",Intel,2.7,32,"512 ",0,SSD,Nvidia,"GTX 1080",windows,4,2799
659,Acer,"A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,1024,0,HDD,Nvidia,"GTX 1050",linux,2,709
660,Dell,"XPS 13",Ultrabook,13.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1450
661,MSI,"GL62M 7REX",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"1050 Ti",windows,2,1192
662,HP,"250 G6",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"500 ",0,HDD,Intel,"Graphics 520",N/A,2,365
663,Toshiba,"Tecra A50-D-11M",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"500 ",0,HDD,Intel,"Graphics 620",windows,2,1064
664,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,AMD,"Radeon 530",windows,2,919
665,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,16,"256 ",2048,hybrid,AMD,"Radeon 530",windows,2,1135
666,Lenovo,"IdeaPad Y700-15ISK",Gaming,15.6,1920,1080,0,"  Core i7 6700HQ  ",Intel,2.6,8,"128 ",1024,hybrid,Nvidia,"GTX 960",windows,3,1196
667,Dell,"Alienware 17",Gaming,17.3,3840,2160,0,"  Core i7 7700HQ  ",Intel,2.8,32,"512 ",1024,hybrid,Nvidia,"GTX 1070",windows,4,3147
668,Dell,"Latitude E7470",Notebook,14,1920,1080,0,"  Core i5 6300U  ",Intel,2.4,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,1229
669,Lenovo,"Ideapad 320-15IAP",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,"500 ",0,HDD,Intel,"Graphics 500",windows,2,419
670,Lenovo,"IdeaPad 320-15ISK",Notebook,15.6,1920,1080,0,"  Core i5 6200U  ",Intel,2.3,4,"500 ",0,HDD,Intel,"Graphics 520",windows,2,535
671,HP,"15-ay047nv (i3-6006U/6GB/1TB/Radeon",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,6,1024,0,HDD,AMD,"R5 M430",windows,2,539
672,MSI,"GP72VR Leopard",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"GTX 1060",windows,3,1487
673,Toshiba,"Satellite Pro",Notebook,15.6,1366,768,0,"  Core i3 6100U  ",Intel,2.1,4,"128 ",0,SSD,Intel,"Graphics 520",windows,2,498
674,Dell,"Latitude 3580",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,Intel,"Graphics 620",windows,2,955
675,HP,"15-bs012nv (i7-7500U/8GB/1TB/Radeon",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,1024,0,HDD,AMD,"Radeon 530",windows,2,745
676,Toshiba,"Tecra Z50-D-10E",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1258
677,Acer,"Aspire 3",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"128 ",0,SSD,Intel,"Graphics 520",linux,2,412
678,Microsoft,"Surface Laptop",Ultrabook,13.5,2256,1504,1,"  Core i7 7600U  ",Intel,2.8,8,"256 ",0,SSD,Intel,"Graphics 640",windows,1,1868
679,Lenovo,"V310-15ISK (i5-7200U/8GB/1TB",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"128 ",1024,hybrid,AMD,"R5 M430",windows,2,818
680,Lenovo,"Yoga 720-13IKB","2 in 1 Convertible",13.3,1920,1080,1,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1034
681,Lenovo,"IdeaPad 320-15AST",Notebook,15.6,1366,768,0,"  E-Series E2-9000  ",AMD,2.2,4,"128 ",0,SSD,AMD,"R2 Graphics",windows,2,349
682,HP,"Pavilion X360","2 in 1 Convertible",14,1920,1080,1,"  Core i3 7100U  ",Intel,2.4,4,"128 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,699
683,MSI,"GP62 7RDX",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1050",windows,2,1294
684,Asus,"Zenbook 3",Ultrabook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1135
685,HP,"Chromebook X360","2 in 1 Convertible",11.6,1366,768,1,"  Celeron Dual Core N3350  ",Intel,1.1,8,"64 ",0,"flash storage",Intel,"Graphics 500",others,1,495
686,LG,"Gram 15Z975",Ultrabook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,2299
687,Acer,"Aspire VX5-591G",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,16,"256 ",0,SSD,Nvidia,"1050 Ti",windows,2,1299
688,MSI,"GV62M 7RD",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GTX 1050",windows,2,998
689,Asus,"L502NA-GO052T (N3350/4GB/128GB/W10)",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,"128 ",0,SSD,Intel,"Graphics 500",windows,2,419
690,Dell,"Alienware 15",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,16,"128 ",1024,hybrid,Nvidia,"GTX 1060",windows,3,2051
691,HP,"17-bs000nv I3",Notebook,17.3,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,"256 ",0,SSD,AMD,"R5 520",windows,2,699
692,Lenovo,"Yoga 730","2 in 1 Convertible",13.3,1920,1080,1,"  Core i7 8550U  ",Intel,1.8,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1499
693,Dell,"Alienware 15",Gaming,15.6,1920,1080,0,"  Core i7 7820HK  ",Intel,2.9,16,"256 ",1024,hybrid,Nvidia,"GTX 1070",windows,3,2814
694,HP,"250 G6",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,4,"500 ",0,HDD,AMD,"Radeon 520",windows,2,613
695,Dell,"Inspiron 3567",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,AMD,"R5 M430",windows,2,546
696,HP,"17-Y002nv (A10-9600P/6GB/2TB/Radeon",Notebook,17.3,1920,1080,0,"  A10-Series 9600P  ",AMD,2.4,6,2048,0,HDD,AMD,"R7 M440",windows,3,569
697,Lenovo,"V110-15ISK (3855U/4GB/500GB/W10)",Notebook,15.6,1366,768,0,"  Celeron Dual Core 3855U  ",Intel,1.6,4,"500 ",0,HDD,Intel,"Graphics 510",windows,2,318
698,Acer,"Chromebook 14",Notebook,14,1366,768,0,"  Celeron Dual Core 3855U  ",Intel,1.6,4,"32 ",0,"flash storage",Intel,"Graphics 510",others,1,375
699,Lenovo,"IdeaPad 520s-14IKB",Notebook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,4,"256 ",0,SSD,Intel,"Graphics 620",windows,2,699
700,HP,"ZBook 17",Workstation,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"500 ",0,HDD,Nvidia,"Quadro M1200",windows,3,1908
701,Lenovo,"ThinkPad X1","2 in 1 Convertible",14,2560,1440,1,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,2590
702,Toshiba,"Satellite Pro",Notebook,13.3,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,973
703,Acer,"TravelMate B117-M",Netbook,11.6,1366,768,0,"  Celeron Dual Core N3050  ",Intel,1.6,4,"32 ",0,"flash storage",Intel,"HD Graphics",windows,1,269
704,Lenovo,"Yoga 910-13IKB","2 in 1 Convertible",14,1920,1080,1,"  Core i7 7500U  ",Intel,2.7,16,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1749
705,Asus,"Chromebook Flip","2 in 1 Convertible",12.5,1920,1080,1,"  Core M M3-6Y30  ",Intel,0.9,4,"64 ",0,"flash storage",Intel,"Graphics 515",others,1,669
706,Toshiba,"Portege Z30T-C-133",Ultrabook,13.3,1920,1080,1,"  Core i7 6500U  ",Intel,2.5,16,"512 ",0,SSD,Intel,"Graphics 520",windows,1,1877
707,HP,"15-bs011nv (i7-7500U/4GB/500GB/Radeon",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,4,"500 ",0,HDD,AMD,"Radeon 530",windows,2,689
708,Dell,"Inspiron 5577",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,1024,0,HDD,Nvidia,"GTX 1050",windows,3,819
709,Lenovo,"IdeaPad 320-15AST",Notebook,15.6,1920,1080,0,"  A9-Series 9420  ",AMD,2.9,4,"256 ",0,SSD,AMD,"Radeon 530",windows,2,399
710,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,1366,768,0,"  A12-Series 9720P  ",AMD,3.6,8,1024,0,HDD,AMD,"Radeon R7",windows,2,429
711,Lenovo,"V310-15IKB (i5-7200U/4GB/1TB/FHD/W10)",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,4,1024,0,HDD,Intel,"Graphics 620",windows,2,621
712,Lenovo,"V310-15ISK (i3-6006U/4GB/500GB/No",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"500 ",0,HDD,Intel,"Graphics 520",N/A,2,450
713,Dell,"Vostro 5568",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,795
714,Acer,"Spin 5","2 in 1 Convertible",13.3,1920,1080,1,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,999
715,Lenovo,"ThinkPad P51s",Workstation,15.6,1920,1080,0,"  Core i7 6500U  ",Intel,2.5,16,"512 ",0,SSD,Nvidia,"Quadro M520M",windows,2,1855
716,Lenovo,"Thinkpad T460p",Notebook,14,1920,1080,0,"  Core i5 6300HQ  ",Intel,2.3,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,1191
717,HP,"17-ak002nv (A10-9620P/6GB/2TB/Radeon",Notebook,17.3,1920,1080,0,"  A10-Series 9620P  ",AMD,2.5,6,2048,0,HDD,AMD,"Radeon 530",windows,3,655
718,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"1050 Ti",windows,2,1249
719,Dell,"Latitude 5480",Notebook,14,1920,1080,0,"  Core i5 7440HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"GeForce 930MX",linux,2,1089
720,Dell,"Vostro 5568",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,Intel,"Graphics 620",linux,2,726
721,Asus,"VivoBook E403NA",Notebook,14,1920,1080,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,"32 ",0,"flash storage",Intel,"Graphics 500",windows,2,298
722,Dell,"Latitude 5580",Notebook,15.6,1920,1080,0,"  Core i5 7300U  ",Intel,2.6,16,"512 ",0,SSD,Intel,"Graphics 620",windows,2,1427
723,Lenovo,"Thinkpad E470",Notebook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GeForce 920MX",windows,2,857
724,Dell,"Latitude 5580",Notebook,15.6,1920,1080,0,"  Core i5 7300U  ",Intel,2.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1179
725,Lenovo,"110-15ACL (A6-7310/4GB/500GB/W10)",Notebook,15.6,1366,768,0,"  A6-Series 7310  ",AMD,2,4,"500 ",0,HDD,AMD,"Radeon R4",windows,2,298
726,Mediacom,"Smartbook 142",Notebook,14,1920,1200,0,"  Atom Z8350  ",Intel,1.92,4,"32 ",0,HDD,Intel,"Graphics 400",windows,1,265
727,HP,"ProBook 470",Notebook,17.3,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Nvidia,"GeForce 930MX",windows,3,1200
728,Lenovo,"ThinkPad X1",Ultrabook,14,2560,1440,0,"  Core i7 6500U  ",Intel,2.5,8,"512 ",0,SSD,Intel,"Graphics 520",windows,1,1687
729,HP,"Pavilion X360","2 in 1 Convertible",13.3,1366,768,1,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,837
730,Lenovo,"ThinkPad T470s",Ultrabook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1499
731,Dell,"Alienware 17",Gaming,17.3,3840,2160,0,"  Core i7 7700HQ  ",Intel,2.8,32,1024,1024,hybrid,Nvidia,"GTX 1070",windows,4,3659
732,MSI,"GL72M 7REX",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"1050 Ti",windows,3,1348
733,Lenovo,"V310-15IKB (i5-7200U/4GB/1TB/No",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,4,1024,0,HDD,Intel,"Graphics 620",N/A,2,490
734,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"128 ",1024,hybrid,AMD,"Radeon 530",windows,2,719
735,Dell,"Inspiron 5378","2 in 1 Convertible",13.3,1920,1080,1,"  Core i3 7100U  ",Intel,2.4,4,1024,0,HDD,Intel,"Graphics 620",windows,2,649
736,Dell,"Inspiron 5567",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,AMD,"R7 M445",linux,2,590
737,HP,"15-BW037na (A9-9420/4GB/1TB/Radeon",Notebook,15.6,1920,1080,0,"  A9-Series 9420  ",AMD,3,4,1024,0,HDD,AMD,"Radeon 520",windows,2,489
738,Acer,"Predator 17",Gaming,17.3,1920,1080,0,"  Core i7 6700HQ  ",Intel,2.6,16,"128 ",1024,hybrid,Nvidia,"GTX 1060",windows,4,1935
739,Dell,"Inspiron 3567",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,12,1024,0,HDD,Intel,"Graphics 620",windows,2,649
740,HP,"15-BW091ND (A9-9420/6GB/1TB",Notebook,15.6,1920,1080,0,"  A9-Series A9-9420  ",AMD,3,6,"128 ",1024,hybrid,AMD,"Radeon 520",windows,2,650
741,Acer,"Extensa EX2540-58KR",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,4,"500 ",0,HDD,Intel,"Graphics 620",windows,2,559
742,Lenovo,"ThinkPad 13",Notebook,13.3,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,960
743,Lenovo,"V310-15IKB (i7-7500U/4GB/1TB/FHD/W10)",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,4,1024,0,HDD,Intel,"Graphics 620",windows,2,779
744,HP,"ZBook 15",Workstation,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",0,SSD,Nvidia,"Quadro M2200",windows,3,2419
745,Dell,"Inspiron 5379","2 in 1 Convertible",13.3,1920,1080,1,"  Core i5 8250U  ",Intel,1.6,8,1024,0,HDD,Intel,"Graphics 620",windows,2,659
746,MSI,"GS63VR 7RF",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1060",windows,2,2094
747,Acer,"Aspire ES1-572",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"500 ",0,HDD,Intel,"Graphics 520",windows,2,411
748,Dell,"Inspiron 7560",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"128 ",1024,hybrid,Nvidia,"GeForce 940MX",windows,2,1207
749,Dell,"Vostro 3568",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,665
750,Toshiba,"Tecra X40-D-10G",Notebook,14,1920,1080,1,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1535
751,Lenovo,"Flex 5","2 in 1 Convertible",14,1920,1080,1,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,999
752,Lenovo,"Thinkpad P51s",Workstation,15.6,3840,2160,0,"  Core i7 7600U  ",Intel,2.8,16,1024,0,SSD,Nvidia,"Quadro M520M",windows,2,3299
753,Acer,"Chromebook 14",Notebook,14,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,2,"32 ",0,"flash storage",Intel,"Graphics 400",others,2,330
754,Samsung,"Notebook 9",Ultrabook,13.3,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,16,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1649
755,HP,"250 G6",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,539
757,Dell,"Latitude 5480",Notebook,14,1366,768,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1127
758,HP,"Zbook 17",Workstation,17.3,1920,1080,0,"  Xeon E3-1535M v5  ",Intel,2.9,16,"256 ",0,SSD,Nvidia,"Quadro M2000M",windows,3,4389
759,Lenovo,"N23 (N3060/4GB/128GB/W10)",Netbook,11.6,1366,768,1,"  Celeron Dual Core N3060  ",Intel,1.6,4,"128 ",0,SSD,Intel,"Graphics 400",windows,1,475
760,HP,"EliteBook 850",Notebook,15.6,1920,1080,0,"  Core i5 6300U  ",Intel,2.4,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,1900
761,Asus,"X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce",Notebook,15.6,1366,768,0,"  Core i5 6300HQ  ",Intel,2.3,4,1024,0,HDD,Nvidia,"GTX 950M",N/A,2,579
762,Lenovo,"Thinkpad T460",Ultrabook,14,1920,1080,0,"  Core i5 6200U  ",Intel,2.3,4,"180 ",0,SSD,Intel,"Graphics 520",windows,2,1096
763,Asus,"Pro P2540UA-XO0192R",Notebook,15.6,1366,768,0,"  Core i7 7500U  ",Intel,2.7,4,"256 ",0,SSD,Intel,"Graphics 620",windows,2,850
764,Lenovo,"Yoga 900-13ISK","2 in 1 Convertible",13.3,3200,1800,1,"  Core i5 6260U  ",Intel,1.8,8,"256 ",0,SSD,Intel,"Graphics 540",windows,1,1199
765,HP,"15-cb003na (i5-7300HQ/8GB/1TB",Notebook,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"128 ",1024,hybrid,Nvidia,"GTX 1050",windows,2,1099
